Recording	Participant	Timeline	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	584	224357	224424	67			0.29639	0.6316	3.29249										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	641	224424	224457	33						325.4	86.27	95.02	3.28			0.29639	0.6316	0.37024	0.68256
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	585	224457	224757	300			0.37024	0.68256	3.32345										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	642	224757	224807	50						128.53	81.47	104.18	4.04			0.37024	0.68256	0.29048	0.58239
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	586	224807	225173	366			0.29048	0.58239	3.10527										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	643	225173	225190	17						242.8	54.31	54.31	1.36			0.29048	0.58239	0.2667	0.62867
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	587	225190	225456	266			0.2667	0.62867	3.22534										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	644	225456	225473	17						86.42	313.07	313.07	5.03			0.2667	0.62867	0.28027	0.41206
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	588	225473	225773	300			0.28027	0.41206	3.18157										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	645	225773	225806	33						165.16	47.96	58.42	2.16			0.28027	0.41206	0.22534	0.3975
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	589	225806	226106	300			0.22534	0.3975	3.24576										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	646	226106	226123	17						237.33	47.71	47.71	1.45			0.22534	0.3975	0.19766	0.44066
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	590	226123	226456	333			0.19766	0.44066	3.21597										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	647	226456	226489	33						205.83	65.9	86.7	2.5			0.19766	0.44066	0.13928	0.46893
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	591	226489	226656	167			0.13928	0.46893	3.17793										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	648	226656	226739	83						1.49	277.04	441.11	23.19			0.13928	0.46893	0.70013	0.45439
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	592	226739	226872	133			0.70013	0.45439	3.15236										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	649	226872	226922	50						156.95	49.37	60.41	2.37			0.70013	0.45439	0.64411	0.43055
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	593	226922	227188	266			0.64411	0.43055	3.07621										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	650	227188	227222	33						137.26	39.83	48.96	1.23			0.64411	0.43055	0.6176	0.40605
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	594	227222	227388	167			0.6176	0.40605	3.02729										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	651	227388	227472	83						182.05	220.68	580.75	18.33			0.6176	0.40605	0.1719	0.42201
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	595	227472	227638	167			0.1719	0.42201	3.05262										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	652	227638	227671	33						177.39	42.31	48.46	1.26			0.1719	0.42201	0.14165	0.42063
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	596	227671	227988	316			0.14165	0.42063	3.06087										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	653	227988	228071	83						4.95	236.46	470.95	19.69			0.14165	0.42063	0.61987	0.37918
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	597	228071	228321	250			0.61987	0.37918	3.14127										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	654	228321	228354	33						114.49	55.65	62.9	1.72			0.61987	0.37918	0.59293	0.32003
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	598	228354	228554	200			0.59293	0.32003	3.10013										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	655	228554	228587	33						14.79	50	58.48	1.89			0.59293	0.32003	0.64064	0.30743
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	599	228587	228721	133			0.64064	0.30743	3.10231										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	656	228721	228754	33						206.03	55.94	56.55	2.37			0.64064	0.30743	0.58155	0.33629
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	600	228754	229020	266			0.58155	0.33629	3.12938										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	657	229020	229104	83						182.58	213.53	763.69	17.9			0.58155	0.33629	0.14317	0.35603
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	601	229104	229320	217			0.14317	0.35603	3.20393										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	658	229320	229354	33						189.25	74.68	77.66	3.02			0.14317	0.35603	0.0678	0.36831
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	602	229354	229553	200			0.0678	0.36831	3.21416										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	659	229553	229570	17						18.63	582.73	582.73	10.55			0.0678	0.36831	0.32297	0.28228
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	603	229570	229920	350			0.32297	0.28228	3.35755										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	660	229920	229953	33						0.89	61.36	71.93	1.88			0.32297	0.28228	0.36917	0.28156
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	604	229953	230086	133			0.36917	0.28156	3.28787										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	661	230086	230153	67						180.17	113.11	263.38	7.55			0.36917	0.28156	0.18092	0.28213
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	605	230153	230386	233			0.18092	0.28213	3.28581										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	662	230386	230403	17							30.76	30.76				0.18092	0.28213		
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	663	230436	230519	83							247.01	404.51							
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	664	230536	230553	17							59.16	59.16						0.66308	0.27128
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	606	230553	230703	150			0.66308	0.27128	3.30223										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	665	230703	230736	33						180.97	73.36	99.77	2.63			0.66308	0.27128	0.58963	0.27252
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	607	230736	230969	233			0.58963	0.27252	3.28646										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	666	230969	231019	50						256.78	95.2	116.85	4.98			0.58963	0.27252	0.54253	0.47302
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	608	231019	231086	67			0.54253	0.47302	3.33477										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	667	231086	231119	33						265.9	110.25	118.27	4.02			0.54253	0.47302	0.52986	0.64979
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	609	231119	231336	217			0.52986	0.64979	3.39799										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	668	231336	231402	67							121.31	171.36				0.52986	0.64979		
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	669	231435	231502	67							102.49	186.78						0.18424	0.64631
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	610	231502	231652	150			0.18424	0.64631	3.13331										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	670	231652	231702	50						191.01	83.7	140.16	4.28			0.18424	0.64631	0.08445	0.66573
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	611	231702	231902	200			0.08445	0.66573	3.08996										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	671	231902	231985	83						2.54	258.13	399.79	21.49			0.08445	0.66573	0.59356	0.64313
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	612	231985	232185	200			0.59356	0.64313	3.13106										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	672	232185	232218	33						209.45	42.53	44.15	1.98			0.59356	0.64313	0.55342	0.6658
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	613	232218	232518	300			0.55342	0.6658	3.14522										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	673	232518	232568	50						348.49	83.85	139.27	3.99			0.55342	0.6658	0.65139	0.68575
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	614	232568	232735	167			0.65139	0.68575	3.15326										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	674	232735	232768	33						56.08	45.23	59.68	1.7			0.65139	0.68575	0.6853	0.63531
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	615	232768	232884	117			0.6853	0.63531	3.09754										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	675	232884	232968	83						180.76	207.82	371.55	17.58			0.6853	0.63531	0.26827	0.64083
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	616	232968	233118	150			0.26827	0.64083	3.02294										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	676	233118	233168	50						208.49	99.21	174.15	5.35			0.26827	0.64083	0.14693	0.70668
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	617	233168	233301	133			0.14693	0.70668	3.04678										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	677	233301	233334	33						214.81	61.52	81.04	2.56			0.14693	0.70668	0.09263	0.74442
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	618	233334	233484	150			0.09263	0.74442	3.10454										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	678	233484	233551	67						359.94	297.57	793.2	20.23			0.09263	0.74442	0.56933	0.7449
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	619	233551	233684	133			0.56933	0.7449	3.15752										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	679	233684	233717	33						191.99	51.07	71.81	2.01			0.56933	0.7449	0.52296	0.75474
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	620	233717	233967	250			0.52296	0.75474	3.05081										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	680	233967	234000	33						140.02	49.58	65.77	2.11			0.52296	0.75474	0.4788	0.71771
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	621	234000	234183	183			0.4788	0.71771	2.94638										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	681	234183	234217	33						179.95	86.84	105.91	3.05			0.4788	0.71771	0.40641	0.71765
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	622	234217	234483	266			0.40641	0.71765	2.85376										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	682	234483	234517	33						359.72	50.66	59.72	1.91			0.40641	0.71765	0.45033	0.71786
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	623	234517	234833	316			0.45033	0.71786	2.73476										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	683	234833	234916	83						356.9	201.98	399.08	16.71			0.45033	0.71786	0.84842	0.73944
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	624	234916	235133	217			0.84842	0.73944	2.86388										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	684	235133	235149	17						8.72	117.73	117.73	2			0.84842	0.73944	0.89661	0.73204
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	625	235149	235333	183			0.89661	0.73204	2.91084										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	685	235333	235349	17						187.33	31.62	31.62	0.88			0.89661	0.73204	0.8738	0.73498
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	626	235349	235516	167			0.8738	0.73498	3.00275										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	686	235516	235599	83						179.27	235.59	429.86	19.41			0.8738	0.73498	0.41378	0.72916
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	627	235599	236032	433			0.41378	0.72916	2.99873										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	687	236032	236115	83						1.12	217.72	388.63	19.17			0.41378	0.72916	0.87895	0.72003
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	628	236115	237131	1016			0.87895	0.72003	3.2711										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	688	237131	237215	83						176.91	225.8	402.31	19.06			0.87895	0.72003	0.43114	0.69586
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	629	237215	237664	450			0.43114	0.69586	3.22967										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	689	237664	237748	83							245.13	500.01				0.43114	0.69586		
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	690	237781	237798	17							32.42	32.42						0.90405	0.69237
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	630	237798	238447	650			0.90405	0.69237	3.29787										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	691	238447	238530	83						177.24	225.48	337.12	19.32			0.90405	0.69237	0.44432	0.67022
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	631	238530	238697	167			0.44432	0.67022	3.49636										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	692	238697	238714	17						253.57	41.17	41.17	1.54			0.44432	0.67022	0.42716	0.72842
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	632	238714	239097	383			0.42716	0.72842	3.40109										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	693	239097	239180	83						358.51	221.08	467.07	19.02			0.42716	0.72842	0.87619	0.74011
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	633	239180	239330	150			0.87619	0.74011	3.24031										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	694	239330	239346	17						332.33	32.43	32.43	0.53			0.87619	0.74011	0.88865	0.74665
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	634	239346	239896	550			0.88865	0.74665	3.33203										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	695	239896	239946	50							86.07	148.28				0.88865	0.74665		
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	696	239996	240029	33							74.17	94.67						0.8325	0.72044
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	635	240029	240163	133			0.8325	0.72044	3.27302										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	697	240163	240196	33						187.73	84.46	102.09	3.27			0.8325	0.72044	0.75545	0.7309
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	636	240196	240396	200			0.75545	0.7309	3.23891										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	698	240396	240429	33						63.96	33.38	36.44	1.33			0.75545	0.7309	0.77709	0.68662
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	637	240429	240529	100			0.77709	0.68662	3.20404										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	699	240529	240596	67						183.41	285.08	375.83	19.21			0.77709	0.68662	0.32841	0.71332
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	638	240596	240895	300			0.32841	0.71332	3.08952										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	700	240895	240945	50						129.98	56.85	77.11	2.64			0.32841	0.71332	0.2757	0.65045
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	639	240945	241095	150			0.2757	0.65045	2.96152										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	701	241095	241145	50							110.4	249.23				0.2757	0.65045		
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	702	241179	241195	17							329.01	329.01						0.27365	0.62583
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	640	241195	241528	333			0.27365	0.62583	3.06551										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	703	241528	241612	83						0.05	247.07	474.12	20.5			0.27365	0.62583	0.75644	0.62544
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	641	241612	242028	416			0.75644	0.62544	3.15677										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	704	242028	242061	33						2.89	34.04	35.03	1.38			0.75644	0.62544	0.78895	0.6238
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	642	242061	242161	100			0.78895	0.6238	3.22514										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	705	242161	242211	50						191.07	53.2	64.12	2.89			0.78895	0.6238	0.71677	0.63792
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	643	242211	242378	167			0.71677	0.63792	3.27166										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	706	242378	242411	33							52.7	53.87				0.71677	0.63792		
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	707	242444	242528	83							170.05	304.54						0.31737	0.60998
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Partial	644	242528	242611	83			0.31737	0.60998	3.16068										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Partial	645	242627	243310	683			0.32251	0.61049	3.17666										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	708	243310	243377	67						15.8	230.93	344.03	15.52			0.32251	0.61049	0.71396	0.49974
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	646	243377	243627	250			0.71396	0.49974	3.02934										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	709	243627	243677	50						48.02	98.6	121.18	4.7			0.71396	0.49974	0.8217	0.38001
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	647	243677	243743	67			0.8217	0.38001	2.98888										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	710	243743	243793	50						67.83	49.9	62.39	2.45			0.8217	0.38001	0.8619	0.28137
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	648	243793	244126	333			0.8619	0.28137	3.05538										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	711	244126	244193	67						344.33	58.57	78.5	3.73			0.8619	0.28137	0.95619	0.30782
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	649	244193	244360	167			0.95619	0.30782	3.03102										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	712	244360	244410	50						186.38	322.24	789.87	16.27			0.95619	0.30782	0.54155	0.35418
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	650	244410	244659	250			0.54155	0.35418	3.16985										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	713	244659	244726	67						183.26	239.76	321.68	15.8			0.54155	0.35418	0.16037	0.37588
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	651	244726	244876	150			0.16037	0.37588	3.12213										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	714	244876	244926	50						216.3	67.38	128.68	3.54			0.16037	0.37588	0.08171	0.43366
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	652	244926	245309	383			0.08171	0.43366	3.15619										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	715	245309	245326	17							38.04	38.04				0.08171	0.43366		
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	716	245342	245409	67							119.22	250.95						0.16196	0.62334
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	653	245409	245775	366			0.16196	0.62334	3.16742										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	717	245775	245792	17							40.7	40.7				0.16196	0.62334		
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	718	245825	245908	83							217.14	493.53						0.60673	0.54983
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	654	245908	246358	450			0.60673	0.54983	3.05692										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	719	246358	246408	50						113.51	83.34	94.68	4.32			0.60673	0.54983	0.54311	0.40354
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	655	246408	246591	183			0.54311	0.40354	3.11159										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	720	246591	246625	33						84.38	39.56	41.53	1.06			0.54311	0.40354	0.54807	0.35305
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	656	246625	246874	250			0.54807	0.35305	3.06402										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	721	246874	246891	17						249.16	32.56	32.56	1.29			0.54807	0.35305	0.52776	0.40641
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	657	246891	246991	100			0.52776	0.40641	3.06765										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	722	246991	247008	17							113.16	113.16				0.52776	0.40641		
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	723	247074	247124	50							293.93	386.26							
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Partial	724	247141	247158	17							46.18	46.18						0.52013	0.42711
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	658	247158	247541	383			0.52013	0.42711	3.28567										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	725	247541	247607	67						177.6	239.51	568.45	16.67			0.52013	0.42711	0.119	0.41033
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	659	247607	247674	67			0.119	0.41033	3.26622										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	726	247674	247707	33						210.42	66.41	94.92	2.2			0.119	0.41033	0.06914	0.43961
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	660	247707	247940	233			0.06914	0.43961	3.21396										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	727	247940	247974	33						90.95	39.17	47.08	1.49			0.06914	0.43961	0.06787	0.36352
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	661	247974	248040	67			0.06787	0.36352	3.24744										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	728	248040	248124	83						12.62	178.91	392.89	14.93			0.06787	0.36352	0.42403	0.28379
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	662	248124	248357	233			0.42403	0.28379	3.38976										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	729	248357	248407	50						348.98	73.42	101.19	3.89			0.42403	0.28379	0.52076	0.30263
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	663	248407	248657	250			0.52076	0.30263	3.3027										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	730	248657	248707	50						194.56	77.06	101.68	3.84			0.52076	0.30263	0.42855	0.32658
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	664	248707	248956	250			0.42855	0.32658	3.21936										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	731	248956	249006	50						163.48	91.87	108.58	5.4			0.42855	0.32658	0.29741	0.28768
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	665	249006	249256	250			0.29741	0.28768	3.24467										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	732	249256	249289	33						193.7	158.42	261.23	5.63			0.29741	0.28768	0.1592	0.32138
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	666	249289	249539	250			0.1592	0.32138	3.28785										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	733	249539	249556	17						9.99	410.04	410.04	7.7			0.1592	0.32138	0.34748	0.28823
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	667	249556	249739	183			0.34748	0.28823	3.30584										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	734	249739	249806	67						355.56	162.78	257.42	10.79			0.34748	0.28823	0.61392	0.3089
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	668	249806	250106	300			0.61392	0.3089	3.34484										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	735	250106	250139	33						283.4	72.2	99.13	2.74			0.61392	0.3089	0.64146	0.42452
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	669	250139	250389	250			0.64146	0.42452	3.38792										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	736	250389	250405	17						7.35	61.83	61.83	2.02			0.64146	0.42452	0.69072	0.41816
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	670	250405	250622	217			0.69072	0.41816	3.28951										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	737	250622	250655	33						191.59	74.27	96.21	2.92			0.69072	0.41816	0.61882	0.43291
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	671	250655	250822	167			0.61882	0.43291	3.20224										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	738	250822	250888	67						178.37	266.45	337.45	18.02			0.61882	0.43291	0.18402	0.4205
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	672	250888	251072	183			0.18402	0.4205	3.20025										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	739	251072	251105	33						216.5	59.01	72.14	2.3			0.18402	0.4205	0.13219	0.45886
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Fixation	Whole	673	251105	251371	266			0.13219	0.45886	3.15622										
Recording2	Participant2	Timeline1	Entire Recording	1	Task1	Saccade	Whole	740	251371	251421	50						25.77	125.21	199.45	6.14			0.13219	0.45886	0.27311	0.39082
